plot_id,lon,lat,certainty
46,-51.3801998,64.13440792,certain
46.01,-51.38017714,64.13442311,likely
46.02,-51.38015545,64.13443765,likely
46.03,-51.38013348,64.1344529,certain
46.04,-51.38011396,64.13446766,certain
46.05,-51.38009096,64.13448299,certain
46.06,-51.38006925,64.134498,certain
46.07,-51.38004518,64.13451277,certain
46.08,-51.38016479,64.13446352,certain
46.09,-51.38020135,64.13447565,likely
46.1,-51.3801028,64.13444297,certain
47,-51.38002975,64.1345219,certain
47.01,-51.3800091,64.13453775,certain
47.02,-51.3799869,64.13455173,certain
47.03,-51.37996536,64.13456675,certain
47.04,-51.37994497,64.1345824,certain
47.05,-51.37992341,64.1345972,certain
47.06,-51.37990293,64.13461227,certain
47.07,-51.37988866,64.13463003,certain
47.08,-51.37997894,64.13459146,certain
47.09,-51.38001293,64.13460181,likely
47.1,-51.37991183,64.13457086,certain
48,-51.37986169,64.13464423,certain
48.01,-51.37983751,64.13465854,certain
48.02,-51.37981372,64.13467276,certain
48.03,-51.37979041,64.13468773,certain
48.04,-51.37976715,64.13470225,certain
48.05,-51.37974285,64.13471663,certain
48.06,-51.37969789,64.13474328,likely
48.07,-51.37967718,64.13475917,certain
48.08,-51.37965681,64.13477437,certain
48.09,-51.37963528,64.13478958,certain
48.1,-51.37961477,64.13480512,likely
49,-51.37959401,64.1348204,certain
49.01,-51.37957242,64.13483653,certain
49.02,-51.37954947,64.13485082,certain
49.03,-51.37959623,64.13485415,certain
49.04,-51.37951904,64.13483327,likely
50,-51.37952762,64.1348656,certain
50.01,-51.3795042,64.13488018,certain
50.02,-51.37948114,64.13489636,certain
50.03,-51.37945779,64.13490954,certain
50.04,-51.37943477,64.13492397,certain
50.05,-51.37941518,64.1349407,likely
50.06,-51.37885863,64.13531238,likely
50.07,-51.37883611,64.13532741,likely
50.08,-51.37881045,64.13534146,certain
50.09,-51.37879163,64.13535712,likely
50.1,-51.37876834,64.13537145,certain
51,-51.37874774,64.13538632,certain
51.01,-51.37873712,64.13539383,likely
51.02,-51.37871479,64.1354089,certain
51.03,-51.37876099,64.13541183,certain
51.04,-51.37869524,64.13539552,certain
52,-51.37870541,64.13541625,certain
52.01,-51.37868243,64.13543119,certain
52.02,-51.37865954,64.13544548,certain
52.03,-51.37863699,64.1354602,certain
52.04,-51.37861526,64.13547498,certain
52.05,-51.37859166,64.13548984,certain
52.06,-51.37830227,64.13568362,likely
52.07,-51.3782797,64.13569861,likely
52.08,-51.37825713,64.1357136,likely
52.09,-51.37823454,64.1357286,likely
52.1,-51.37821182,64.13574356,certain
53,-51.37818838,64.13575925,certain
53.01,-51.37817353,64.13576922,possible
53.02,-51.37815113,64.13578426,possible
53.03,-51.37813608,64.13576123,certain
54,-51.37813685,64.13579385,certain
54.01,-51.37812241,64.13580257,uncertain
54.02,-51.37809837,64.13581709,uncertain
54.03,-51.37814319,64.13582065,uncertain
54.04,-51.37817648,64.13583117,uncertain
54.05,-51.37820977,64.13584169,uncertain
55,-51.3780822,64.13582681,certain
